Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.28858757019043,24.757342109103483,23.84871302414892,24.74623350688034,212818400
2015-01-05,23.60433006286621,24.137510563273064,23.41771781993756,24.05753340346533,257142000
2015-01-06,23.606552124023438,23.86647704595982,23.24443284626176,23.668756205006424,263188400
2015-01-07,23.93756866455078,24.03753927102304,23.704301656203306,23.815380861143215,160423600
2015-01-08,24.85730743408203,24.915069102408545,24.148621476140704,24.26636687175016,237458000
2015-01-09,24.883968353271484,25.15944435551847,24.484082466998068,25.0305920482821,214798000
2015-01-12,24.27080726623535,25.021702111984663,24.17083665569823,25.015037630606752,198603200
2015-01-13,24.48630142211914,25.059470554809714,24.195274433127043,24.755112908008694,268367600
2015-01-14,24.392995834350586,24.5462839956195,24.104189202795,24.224154956136505,195826400
2015-01-15,23.730966567993164,24.45075950194886,23.695422095851104,24.437430536762403,240056000
2015-01-16,23.546566009521484,23.899798711905362,23.371060687510287,23.777610926032406,314053200
2015-01-20,24.153060913085938,24.20860051169221,23.65986900627278,23.95756044123407,199599600
2015-01-21,24.33745574951172,24.67291374557186,24.0530915462912,24.204159340685063,194303600
2015-01-22,24.970605850219727,24.986156871263873,24.37522123820435,24.49518698408814,215185600
2015-01-23,25.099451065063477,25.27051224835846,24.777320441420887,24.94838331964957,185859200
2015-01-26,25.126115798950195,25.406035869763418,25.05946929299839,25.268297045568367,222460000
2015-01-27,24.24637222290039,24.9883823005039,24.221934658687033,24.975051641429268,382274800
2015-01-28,25.617082595825195,26.24134880447562,25.617082595825195,26.13248997647666,585908400
2015-01-29,26.414640426635742,26.47906658146117,25.672630311520884,25.841471210548402,337745600
2015-01-30,26.0280818939209,26.659011007530673,25.959211629596137,26.30355786641712,334982000
2015-02-02,26.354656219482422,26.474621985447392,25.788153190960248,26.225805607091413,250956400
2015-02-03,26.35909652709961,26.45684507806537,26.128051569930538,26.32577242554878,207662800
2015-02-04,26.561256408691406,26.772307894901694,26.283558422836286,26.325769059065145,280598800
2015-02-05,26.750844955444336,26.8155253737393,26.59695010841068,26.76868647989312,168984800
2015-02-06,26.525577545166016,26.819983953766112,26.418519895846156,26.768685106844938,174826400
2015-02-09,26.70176887512207,26.728532004529136,26.414053322633833,26.44081815366408,155559200
2015-02-10,27.21475601196289,27.24375167876704,26.79991208020324,26.80214120716999,248034000
2015-02-11,27.852628707885742,27.861550318012764,27.321805667501472,27.382024408829945,294247200
2015-02-12,28.205034255981445,28.432531137637998,28.006533042518136,28.11581982595189,297898000
2015-02-13,28.34330940246582,28.387915755171996,28.02436904590916,28.387915755171996,217088800
2015-02-17,28.510587692260742,28.744775313753916,28.307624860083543,28.434754845619533,252609600
2015-02-18,28.709087371826172,28.722468937514716,28.42583175284775,28.465978151536685,179566800
2015-02-19,28.648866653442383,28.778227459292257,28.622103522317094,28.655557436223706,149449600
2015-02-20,28.8830623626709,28.8830623626709,28.559661958950734,28.686790270703884,195793600
2015-02-23,29.663681030273438,29.663681030273438,28.918744293360138,28.999037099947902,283896400
2015-02-24,29.478561401367188,29.797503500842662,29.255526205711917,29.650299454930902,276912400
2015-02-25,28.724702835083008,29.351434625982066,28.58196043861869,29.342511311876507,298846800
2015-02-26,29.088254928588867,29.1886201036489,28.238491228100905,28.724706406646128,365150000
2015-02-27,28.65110206604004,29.121706454075337,28.602034051875457,28.994574761945206,248059200
2015-03-02,28.791606903076172,29.057019277997842,28.61541063074171,28.827293344111055,192386800
2015-03-03,28.851825714111328,28.887512153126618,28.568570134702437,28.76261301981924,151265200
2015-03-04,28.6689395904541,28.896436419430074,28.61987498346581,28.793842145845474,126665200
2015-03-05,28.193876266479492,28.715777740280956,28.048903067660213,28.67786217029503,226068400
2015-03-06,28.23625946044922,28.854066291893886,28.160428299880568,28.63772184896465,291368400
2015-03-09,28.356691360473633,28.898668592933195,27.892777798765373,28.53958013169779,354114000
2015-03-10,27.77011489868164,28.374540122839832,27.611760101352253,28.19388214449373,275426400
2015-03-11,27.26381492614746,27.828093555790446,27.23482097064981,27.823633601722758,275756000
2015-03-12,27.756731033325195,27.85709789818275,27.127771813054192,27.279435822987377,193450800
2015-03-13,27.564916610717773,27.968611436757406,27.339652307916918,27.74557626054981,207309200
2015-03-16,27.868247985839844,27.868247985839844,27.404336055974127,27.629600386252577,143497200
2015-03-17,28.33439826965332,28.396847867185123,28.024379409317653,28.080138221631607,204092400
2015-03-18,28.653331756591797,28.807226585568305,28.184958187699582,28.3254697478802,261083600
2015-03-19,28.43699073791504,28.827302375494266,28.414687556092396,28.715784764757345,183238000
2015-03-20,28.080135345458984,28.637721709862536,27.915089754369554,28.604267787199888,274780400
2015-03-23,28.372304916381836,28.515047294811897,28.218410098352425,28.352232567051065,150838800
2015-03-24,28.256330490112305,28.557425973040104,28.227334824603673,28.376769704257562,131369200
2015-03-25,27.518083572387695,28.28532523861502,27.518083572387695,28.22287565213114,206620800
2015-03-26,27.709897994995117,27.85264041377287,27.344120334174143,27.37980678968051,190291600
2015-03-27,27.489084243774414,27.812484554228334,27.413253104019038,27.78349059519656,158184800
2015-03-30,28.184959411621094,28.191650195497832,27.65636536425211,27.66751780512906,188398800
2015-03-31,27.75227165222168,28.211723646988165,27.73665925535943,28.122509221365174,168362400
2015-04-01,27.712125778198242,27.906167030034535,27.455634937713125,27.839255784125836,162485600
2015-04-02,27.950773239135742,28.004301214594047,27.69874405729689,27.88609282221278,128880400
2015-04-06,28.40353012084961,28.439216566790897,27.72996461913009,27.761189408517016,148776000
2015-04-07,28.104665756225586,28.575268458173554,28.09797497255016,28.468212516119703,140049200
2015-04-08,28.01321792602539,28.19164674849862,27.872706376923492,28.068976720345354,149316800
2015-04-09,28.22733497619629,28.231796633201682,27.80356944835671,28.06898018497623,129936000
2015-04-10,28.34776496887207,28.372298969549604,27.93738114230791,28.091274226457962,160752000
2015-04-13,28.29201889038086,28.675641464002826,28.23849091105807,28.631031694923568,145460400
2015-04-14,28.169343948364258,28.390148300373983,28.08236036419002,28.325467893901763,102098400
2015-04-15,28.27640151977539,28.354463497065556,28.104665169737025,28.19387958733585,115881600
2015-04-16,28.140352249145508,28.34777506407189,28.126970680964327,28.16488625856008,113476000
2015-04-17,27.82364273071289,28.133661539638638,27.758962314959685,28.002071581178537,207828000
2015-04-20,28.45928955078125,28.57526709942881,27.917313977736786,28.00652839295522,188217200
2015-04-21,28.305400848388672,28.593114787416958,28.251871169925256,28.570813307159423,129740400
2015-04-22,28.686784744262695,28.74254354117084,28.17380483368184,28.32323800100604,150618000
2015-04-23,28.920976638793945,29.08825305419757,28.579733023630347,28.615419475695823,183083600
2015-04-24,29.057025909423828,29.13508959159763,28.82283826614954,29.10386479937753,178103600
2015-04-27,29.58562469482422,29.69268406568238,29.25107181820013,29.509793526235576,387816800
2015-04-28,29.11946678161621,30.007145669072038,28.898664175281375,29.989305853066995,475696000
2015-04-29,28.691246032714844,29.349199147137707,28.615414886672202,29.030260466474736,253544400
2015-04-30,27.91285514831543,28.691247506698144,27.785725154530155,28.691247506698144,332781600
2015-05-01,28.760387420654297,29.02357071775286,27.946310328523392,28.124737461725672,234050400
2015-05-04,28.704633712768555,29.121711911325708,28.606497666049226,28.88306257923574,203953200
2015-05-05,28.05783462524414,28.64887666579857,28.053372967415115,28.58196541135428,197085600
2015-05-06,27.88162612915039,28.269706835286797,27.513617770851592,28.22732960990973,288564000
2015-05-07,28.054086685180664,28.23773942450763,27.776366574993446,27.944341703965602,175763600
2015-05-08,28.5826473236084,28.5826473236084,28.244456933474385,28.3721179576171,222201600
2015-05-11,28.291492462158203,28.569210878091393,28.136954788653792,28.531136923635124,168143200
2015-05-12,28.190706253051758,28.416911527049663,27.955540391837726,28.130234250462387,192640000
2015-05-13,28.222061157226562,28.486342089006992,28.190705937246793,28.25341637720633,138776800
2015-05-14,28.880521774291992,28.880521774291992,28.479622656033424,28.53561436300858,180814000
2015-05-15,28.840211868286133,29.001468271652918,28.71479098065927,28.907402605932774,152832000
2015-05-18,29.15823745727539,29.276939584696883,28.748377814165263,28.752858106934585,203531600
2015-05-19,29.131364822387695,29.312777392972247,29.035057316328558,29.27022315197837,178532800
2015-05-20,29.129127502441406,29.3351765910795,28.967871099600664,29.11569003844849,145819600
2015-05-21,29.427005767822266,29.480759044817898,29.07761801100838,29.131371288004015,158921600
2015-05-22,29.684558868408203,29.780866371759874,29.42923684708508,29.474032942111293,182384000
2015-05-26,29.03057861328125,29.767431377512352,28.91859520135844,29.698002208914215,282790400
2015-05-27,29.57257652282715,29.621849495147433,29.126884751560496,29.191833623730496,183332800
2015-05-28,29.514347076416016,29.55242102547569,29.36205128017731,29.532264831996294,122933200
2015-05-29,29.17840003967285,29.440440835950447,29.093291545724245,29.39116785708155,203538000
2015-06-01,29.236623764038086,29.42699690578592,29.126882222232776,29.178393627926333,128451200
2015-06-02,29.106733322143555,29.26350943361036,28.963394674879204,29.08433527016419,134670400
2015-06-03,29.142562866210938,29.326217307446324,29.09328989014596,29.26350686835683,123934000
2015-06-04,28.97234344482422,29.24558319592613,28.871559075064773,29.021616410922068,153800400
2015-06-05,28.813325881958008,29.046253255036365,28.74837701718272,29.003699018562706,142507200
2015-06-08,28.62295913696289,28.938753160748476,28.405711056837685,28.869320578651514,210699200
2015-06-09,28.537853240966797,28.685672169851138,28.134713969769297,28.37659684899527,224301600
2015-06-10,28.864843368530273,28.9678661866452,28.63415612047738,28.64983372872067,156349200
2015-06-11,28.799890518188477,29.155996916506165,28.775254033039708,28.932030112412694,141563600
